Zipcode: "O, Score: PR@"
Zipcode: LF S8, Score: 27.786306416948115
Zipcode: OK, Score: 27.817009517961317
Zipcode: TY  0, Score: 27.840889707638251
Zipcode: TX  0, Score: 27.844301163306383
Zipcode: FL, Score: 27.861358441647049
Zipcode: RANG5, Score: 27.88523863132399
Zipcode: A   0, Score: 27.926176099341589
Zipcode: DEVI3, Score: 27.93641046634599
Zipcode: 3 OF1, Score: 27.98758230136799
Zipcode: ELEY0, Score: 28.066045781735067
Zipcode: SL L1, Score: 28.072868693071335
Zipcode: ISL 3, Score: 28.089925971412
Zipcode: E CO4, Score: 28.120629072425203
Zipcode: B3, Score: 28.141097806434008
Zipcode: LA  0, Score: 28.168389451779074
Zipcode: EW  0, Score: 28.17180090744721
Zipcode: 17  0, Score: 28.178623818783478
Zipcode: IR M6, Score: 28.202504008460412
Zipcode: MENT0, Score: 28.246852932146147
Zipcode: DFOR4, Score: 28.301436222836283
Zipcode: 031 0, Score: 28.321904956845085
Zipcode: LA 0, Score: 28.356019513526419
Zipcode: RG M2, Score: 28.362842424862688
Zipcode: 2-480, Score: 28.417425715552824
Zipcode: L BC8, Score: 28.512946474260563
Zipcode: Y 1S3, Score: 28.5572953979463
Zipcode: 9PA1, Score: 28.570941220618838
Zipcode: RT 0, Score: 28.574352676286974
Zipcode: MOR 2, Score: 28.577764131955107
Zipcode: LA0, Score: 28.642581789649647
Zipcode: IN C6, Score: 28.676696346330981
Zipcode: PA, Score: 28.690342169003515
Zipcode: UDRY0, Score: 28.738102548357386
Zipcode: RD P1, Score: 28.758571282366184
Zipcode: LA, Score: 28.792685839047522
Zipcode: 716 0, Score: 28.81315457305632
Zipcode: DVN 0, Score: 28.843857674069522
Zipcode: DIA 3, Score: 28.860914952410194
Zipcode: 85  0, Score: 28.881383686418992
Zipcode: ARPY0, Score: 28.946201344113533
Zipcode: RISH0, Score: 29.021253368812474
Zipcode: 13-E0, Score: 29.075836659502606
Zipcode: G 100, Score: 29.08607102650701
Zipcode: "OJA, Score: 0"
Zipcode: Y TX0, Score: 29.116774127520213
Zipcode: 520 0, Score: 29.178180329546617
Zipcode: 744 0, Score: 29.188414696551018
Zipcode: NSYL5, Score: 29.208883430559819
Zipcode: NJ 08, Score: 29.21911779756422
Zipcode: CO T7, Score: 29.232763620236756
Zipcode: RIVE9, Score: 29.304404189267558
Zipcode: NE G1, Score: 29.331695834612631
Zipcode: LA B3, Score: 29.341930201617028
Zipcode: PON3, Score: 29.423805137652238
Zipcode: PAON9, Score: 29.457919694333572
Zipcode: ZZ0, Score: 29.464742605669841
Zipcode: N   0, Score: 29.522737352028113
Zipcode: A 6 7, Score: 29.536383174700642
Zipcode: SE8, Score: 29.59778937672705
Zipcode: AL 3, Score: 29.683075768430388
Zipcode: ST O6, Score: 29.686487224098524
Zipcode: LA 70, Score: 29.70354450243919
Zipcode: J   0, Score: 29.737659059120524
Zipcode: B   0, Score: 29.747893426124929
Zipcode: HIG8, Score: 29.771773615801862
Zipcode: PAR9, Score: 29.802476716815065
Zipcode: UT9, Score: 29.822945450823866
Zipcode: R LA0, Score: 29.897997475522804
Zipcode: NSAS0, Score: 29.921877665199741
Zipcode: VER 3, Score: 29.942346399208542
Zipcode: GE0, Score: 29.945757854876675
Zipcode: E   0, Score: 30.003752601234947
Zipcode: IN L1, Score: 30.027632790911884
Zipcode: ODVI3, Score: 30.085627537270156
Zipcode: A 177, Score: 30.170913928973491
Zipcode: CO 0, Score: 30.19820557431856
Zipcode: ON B3, Score: 30.245965953672432
Zipcode: AMP 0, Score: 30.2732575990175
Zipcode: LA7, Score: 30.314195067035104
Zipcode: OFT 2, Score: 30.338075256712038
Zipcode: N CO@, Score: 30.392658547402174
Zipcode: MS9, Score: 30.402892914406575
Zipcode: 528 0, Score: 30.409715825742843
Zipcode: PPR 2, Score: 30.419950192747248
Zipcode: DING0, Score: 30.440418926756045
Zipcode: NE, Score: 30.457476205096718
Zipcode: PA1, Score: 30.477944939105516
Zipcode: ORTE9, Score: 30.525705318459384
Zipcode: EV B8, Score: 30.535939685463788
Zipcode: 11-90, Score: 30.59052297615392
Zipcode: EY K8, Score: 30.631460444171527
Zipcode: MS3, Score: 30.651929178180332
Zipcode: IS8, Score: 30.686043734861666
Zipcode: DYS 6, Score: 30.744038481219938
Zipcode: H WV0, Score: 30.750861392556207
Zipcode: ST B3, Score: 30.761095759560604
Zipcode: CT, Score: 30.771330126565005
Zipcode: SARP8, Score: 30.798621771910074
Zipcode: FUL3, Score: 30.829324872923277
Zipcode: STA6, Score: 30.873673796609012
Zipcode: TX 78, Score: 30.887319619281545
Zipcode: OVER0, Score: 30.969194555316754
Zipcode: LE  0, Score: 30.979428922321155
Zipcode: FEL9, Score: 30.999897656329956
Zipcode: NEA9, Score: 31.020366390338754
Zipcode: 1 RE4, Score: 31.068126769692629
Zipcode: RD J1, Score: 31.112475693378368
Zipcode: 1   0, Score: 31.170470439736636
Zipcode: EXAS0, Score: 31.39221505816532
Zipcode: ERR 7, Score: 31.439975437519191
Zipcode: 960 0, Score: 31.443386893187323
Zipcode: IN M1, Score: 31.453621260191721
Zipcode: E NJ0, Score: 31.460444171527989
Zipcode: LE M2, Score: 31.508204550881864
Zipcode: 853 0, Score: 31.716303346638007
Zipcode: UT8, Score: 31.740183536314948
Zipcode: O   0, Score: 31.82205847235015
Zipcode: IBUR7, Score: 31.856173029031488
Zipcode: DEN 1, Score: 31.873230307372157
Zipcode: VA 0, Score: 31.876641763040293
Zipcode: Y CO4, Score: 31.900521952717227
Zipcode: E 9, Score: 31.94145942073483
Zipcode: OF 2, Score: 31.944870876402959
Zipcode: 1 NE6, Score: 31.968751066079896
Zipcode: AL  0, Score: 31.99263125575683
Zipcode: VILL5, Score: 32.033568723774437
Zipcode: 7 CH9, Score: 32.07450619179204
Zipcode: LAH 3, Score: 32.159792583495381
Zipcode: A 0, Score: 32.245078975198716
Zipcode: CH A3, Score: 32.309896632893256
Zipcode: IO5, Score: 32.320130999897657
Zipcode: W   0, Score: 32.347422645242723
Zipcode: R CY0, Score: 32.44976631528673
Zipcode: ORN 9, Score: 32.494115238972469
Zipcode: 11 0, Score: 32.50434960597687
Zipcode: N MS0, Score: 32.521406884317535
Zipcode: VA  0, Score: 32.524818339985671
Zipcode: 9 3, Score: 32.630573465697815
Zipcode: X 783, Score: 32.633984921365951
Zipcode: H LA0, Score: 32.651042199706616
Zipcode: RVIL3, Score: 32.685156756387954
Zipcode: AC/L6, Score: 32.804557704772627
Zipcode: CHES3, Score: 32.848906628458366
Zipcode: KITC8, Score: 32.876198273803432
Zipcode: BK P1, Score: 32.900078463480362
Zipcode: LOW1, Score: 32.941015931497972
Zipcode: CT  0, Score: 32.978541943847439
Zipcode: Y ME0, Score: 32.992187766519976
Zipcode: TX, Score: 33.087708525227718
Zipcode: OF 9, Score: 33.111588714904649
Zipcode: 291 0, Score: 33.217343840616792
Zipcode: CA, Score: 33.227578207621193
Zipcode: LO N5, Score: 33.261692764302531
Zipcode: RIV0, Score: 33.285572953979461
Zipcode: CAL 7, Score: 33.3196875106608
Zipcode: US 23, Score: 33.3299218776652
Zipcode: LTON0, Score: 33.517551939412549
Zipcode: A CO0, Score: 33.53802067342135
Zipcode: ER  0, Score: 33.589192508443354
Zipcode: 81  0, Score: 33.599426875447755
Zipcode: 0 360, Score: 33.636952887797221
Zipcode: CA9, Score: 33.643775799133493
Zipcode: H L-4, Score: 33.688124722819232
Zipcode: ROE 6, Score: 33.732473646504964
Zipcode: 655 0, Score: 33.7563538361819
Zipcode: DORD0, Score: 33.75976529185003
Zipcode: DALE0, Score: 33.896223518575376
Zipcode: LEF3, Score: 33.913280796916048
Zipcode: N IL0, Score: 33.920103708252313
Zipcode: 7 0, Score: 33.964452631938045
Zipcode: R 006, Score: 33.995155732951247
Zipcode: O 630, Score: 34.005390099955655
Zipcode: 419 0, Score: 34.111145225667791
Zipcode: NOIS0, Score: 34.199843073039268
Zipcode: CITY0, Score: 34.2237232627162
Zipcode: Y 6, Score: 34.261249275065673
Zipcode: T AI9, Score: 34.268072186401938
Zipcode: REEK0, Score: 34.29877528741514
Zipcode: MING0, Score: 34.32265547709207
Zipcode: YD C6, Score: 34.326066932760206
Zipcode: YO5, Score: 34.332889844096478
Zipcode: NH  0, Score: 34.448879336813022
Zipcode: 2W M1, Score: 34.486405349162489
Zipcode: LWIR0, Score: 34.633097942892235
Zipcode: 915 0, Score: 34.643332309896635
Zipcode: 3E  0, Score: 34.667212499573566
Zipcode: TX7, Score: 34.694504144918639
Zipcode: TON 3, Score: 34.752498891276908
Zipcode: MO 63, Score: 34.759321802613172
Zipcode: IT3, Score: 34.807082181967047
Zipcode: IO 43, Score: 34.871899839661587
Zipcode: APID2, Score: 34.888957118002253
Zipcode: LE5, Score: 34.906014396342918
Zipcode: BCH0, Score: 35.001535155050661
Zipcode: T MS0, Score: 35.039061167400135
Zipcode: RL R9, Score: 35.114113192099069
Zipcode: BMT 3, Score: 35.195988128134275
Zipcode: 2 0, Score: 35.199399583802411
Zipcode: D 0, Score: 35.257394330160679
Zipcode: N R40, Score: 35.271040152833216
Zipcode: MI 5, Score: 35.315389076518947
Zipcode: ORT 6, Score: 35.322211987855219
Zipcode: ES  0, Score: 35.369972367209087
Zipcode: DEER0, Score: 35.414321290894826
Zipcode: CNTY@, Score: 35.427967113567362
Zipcode: ARY 7, Score: 35.458670214580565
Zipcode: E 686, Score: 35.540545150615763
Zipcode: 970 0, Score: 35.59512844130591
Zipcode: EN C6, Score: 35.612185719646575
Zipcode: PH L1, Score: 35.622420086650976
Zipcode: SL  0, Score: 35.629242997987241
Zipcode: 79  0, Score: 35.632654453655377
Zipcode: Y AL0, Score: 35.694060655681781
Zipcode: ON G9, Score: 35.881690717429123
Zipcode: RON 7, Score: 35.943096919455527
Zipcode: KY 4, Score: 35.953331286459935
Zipcode: ECL 3, Score: 35.9601541977962
Zipcode: DGE 1, Score: 35.9703885648006
Zipcode: NE C6, Score: 36.004503121481932
Zipcode: ORD 3, Score: 36.055674956503942
Zipcode: LOT 1, Score: 36.120492614198483
Zipcode: ERIE0, Score: 36.134138436871012
Zipcode: IL9, Score: 36.144372803875413
Zipcode: 847 0, Score: 36.304711220277689
Zipcode: WN C6, Score: 36.362705966635964
Zipcode: EE R9, Score: 36.389997611981038
Zipcode: CH P9, Score: 36.410466345989832
Zipcode: RI R9, Score: 36.519632927370111
Zipcode: 449 0, Score: 36.563981851055843
Zipcode: IA C6, Score: 36.570804762392115
Zipcode: CO K8, Score: 36.710674444785589
Zipcode: ST1, Score: 36.72090881178999
Zipcode: 14  0, Score: 36.727731723126254
Zipcode: RIS 9, Score: 36.806195203493331
Zipcode: ICO 3, Score: 36.877835772524136
Zipcode: IBOR5, Score: 36.925596151878004
Zipcode: C PA9, Score: 36.98359089823628
Zipcode: 601 0, Score: 36.990413809572544
Zipcode: MONT0, Score: 37.157575137311092
Zipcode: LAFI3, Score: 37.167809504315493
Zipcode: V   0, Score: 37.225804250673761
Zipcode: 9   0, Score: 37.232627162010026
Zipcode: KY 41, Score: 37.546481083478319
Zipcode: CT9, Score: 37.601064374168459
Zipcode: IP N1, Score: 37.642001842186062
Zipcode: O 6, Score: 37.655647664858591
Zipcode: SL A3, Score: 37.798928802920209
Zipcode: BRIE9, Score: 37.914918295636745
Zipcode: PS  0, Score: 37.931975573977418
Zipcode: 107 0, Score: 38.007027598676359
Zipcode: RM  0, Score: 38.037730699689561
Zipcode: ISL 0, Score: 38.123017091392896
Zipcode: &0, Score: 38.181011837751164
Zipcode: H   0, Score: 38.286766963463307
Zipcode: X 5 4, Score: 38.344761709821576
Zipcode: OT 45, Score: 38.395933544843587
Zipcode: CE  0, Score: 38.399345000511723
Zipcode: 70  0, Score: 38.460751202538127
Zipcode: 3MO6, Score: 38.5494490499096
Zipcode: E 680, Score: 38.617678163272267
Zipcode: CO A0, Score: 38.880360249718557
Zipcode: PARI2, Score: 38.904240439395487
Zipcode: 542 0, Score: 38.907651895063623
Zipcode: EY 08, Score: 38.979292464094428
Zipcode: VE9, Score: 39.020229932112031
Zipcode: LOUI2, Score: 39.07481322280217
Zipcode: MISS0, Score: 39.149865247501111
Zipcode: PE P1, Score: 39.187391259850578
Zipcode: ANT 7, Score: 39.20785999385938
Zipcode: IL6, Score: 39.262443284549519
Zipcode: X 760, Score: 39.330672397912188
Zipcode: S AL0, Score: 39.378432777266056
Zipcode: L PA0, Score: 39.41595878961553
Zipcode: ONAD5, Score: 39.4841879029782
Zipcode: A MS0, Score: 39.542182649336475
Zipcode: YAL 2, Score: 39.552417016340875
Zipcode: L RI5, Score: 39.57288575034967
Zipcode: TY N2, Score: 39.583120117354078
Zipcode: OL C6, Score: 39.787807457442092
Zipcode: ERRE2, Score: 39.815099102787158
Zipcode: RD R4, Score: 39.83556783679596
Zipcode: OFF0, Score: 39.842390748132232
Zipcode: VEY 3, Score: 39.852625115136632
Zipcode: PK H4, Score: 39.97884897485757
Zipcode: RIER0, Score: 39.989083341861978
Zipcode: Y NY0, Score: 40.081192644901584
Zipcode: 69  0, Score: 40.132364479923581
Zipcode: OYD 3, Score: 40.279057073653327
Zipcode: E FR6, Score: 40.3063487189984
Zipcode: EARL0, Score: 40.330228908675331
Zipcode: OL  0, Score: 40.3370518200116
Zipcode: TN, Score: 40.354109098352268
Zipcode: KLIN0, Score: 40.476921502405077
Zipcode: AL0, Score: 40.86923890424044
Zipcode: MD2, Score: 40.944290928939381
Zipcode: NO 2, Score: 40.954525295943775
Zipcode: ONTY0, Score: 40.971582574284447
Zipcode: MILI6, Score: 40.978405485620719
Zipcode: AURY0, Score: 41.050046054651517
Zipcode: AGE 3, Score: 41.09098352266912
Zipcode: MS0, Score: 41.094394978337256
Zipcode: FOR9, Score: 41.148978269027396
Zipcode: SUB4, Score: 41.435540545150616
Zipcode: EL F9, Score: 41.442363456486881
Zipcode: OLRA4, Score: 41.462832190495682
Zipcode: LA P1, Score: 41.493535291508884
Zipcode: EZ P9, Score: 41.544707126530888
Zipcode: OK9, Score: 41.585644594548491
Zipcode: ON T9, Score: 41.674342441919961
Zipcode: CO 6, Score: 41.691399720260634
Zipcode: KY  0, Score: 41.844915225326645
Zipcode: LE W5, Score: 41.923378705693722
Zipcode: CTY 4, Score: 41.950670351038788
Zipcode: Y 416, Score: 41.957493262375053
Zipcode: OP  0, Score: 41.984784907720126
Zipcode: W SE3, Score: 42.083717122096
Zipcode: E ST0, Score: 42.206529526148806
Zipcode: A 244, Score: 42.213352437485071
Zipcode: TX3, Score: 42.237232627162008
Zipcode: A AL0, Score: 42.271347183843346
Zipcode: SHOR5, Score: 42.428274144577493
Zipcode: TX 76, Score: 42.5408521816259
Zipcode: RNA 4, Score: 42.650018763006173
Zipcode: ER C1, Score: 42.673898952683111
Zipcode: VING2, Score: 42.827414457749121
Zipcode: P 97, Score: 42.9570497731382
Zipcode: ST N4, Score: 42.967284140142596
Zipcode: R OF0, Score: 43.042336164841537
Zipcode: ST 3, Score: 43.182205847235018
Zipcode: DE9, Score: 43.260669327602088
Zipcode: 61  0, Score: 43.328898440964757
Zipcode: AR T7, Score: 43.417596288336235
Zipcode: LIV9, Score: 43.421007744004363
Zipcode: HEST5, Score: 43.635929451096786
Zipcode: HEAT0, Score: 43.666632552109988
Zipcode: / SO4, Score: 43.670044007778117
Zipcode: N OF0, Score: 43.970252106573874
Zipcode: ICT 0, Score: 44.417152799099377
Zipcode: AVE 5, Score: 44.485381912462046
Zipcode: ASIE5, Score: 44.669600518541266
Zipcode: COT3, Score: 44.737829631903935
Zipcode: ODEN0, Score: 44.904990959642475
Zipcode: N FL6, Score: 45.167673046088765
Zipcode: N LA0, Score: 45.177907413093166
Zipcode: AL9, Score: 45.225667792447041
Zipcode: U PA9, Score: 45.416709309862519
Zipcode: 501 0, Score: 45.6691570293044
Zipcode: AL4, Score: 45.740797598335206
Zipcode: K DI9, Score: 45.829495445706684
Zipcode: EE P1, Score: 45.925016204414426
Zipcode: OF 6, Score: 45.931839115750691
Zipcode: DDIT9, Score: 45.979599495104559
Zipcode: SD9, Score: 46.071708798144165
Zipcode: ", Score:  PA0"
Zipcode: SIDE0, Score: 46.133115000170569
Zipcode: ST 0, Score: 46.276396138232187
Zipcode: ON 10, Score: 46.330979428922319
Zipcode: CT0, Score: 46.337802340258591
Zipcode: N MI3, Score: 46.508375123665267
Zipcode: X 0, Score: 46.573192781359808
Zipcode: E 1, Score: 46.607307338041146
Zipcode: HWY0, Score: 46.610718793709275
Zipcode: OF S3, Score: 46.620953160713675
Zipcode: Y HA6, Score: 46.682359362740087
Zipcode: ", Score:  MS0"
Zipcode: 6AL9, Score: 47.037150752225976
Zipcode: CO  0, Score: 47.078088220243579
Zipcode: OTTA7, Score: 47.211134991300788
Zipcode: RD R5, Score: 47.214546446968917
Zipcode: W OF0, Score: 47.279364104663458
Zipcode: E CT8, Score: 47.293009927335994
Zipcode: BEDF6, Score: 47.3748848633712
Zipcode: S TX0, Score: 47.419233787056939
Zipcode: M5, Score: 47.593218026131751
Zipcode: RIV 3, Score: 47.654624228158156
Zipcode: ON W5, Score: 47.66144713949442
Zipcode: ES B1, Score: 47.671681506498828
Zipcode: MA9, Score: 47.705796063180159
Zipcode: E SI4, Score: 47.753556442534027
Zipcode: OF 4, Score: 47.869545935250571
Zipcode: RING0, Score: 47.910483403268174
Zipcode: ME C3, Score: 47.910483403268174
Zipcode: BERK5, Score: 47.944597959949512
Zipcode: LE N5, Score: 48.20045713505953
Zipcode: NION0, Score: 48.295977893767272
Zipcode: INGH1, Score: 48.3198580834442
Zipcode: LA9, Score: 48.52795687920036
Zipcode: UMA 3, Score: 48.545014157541019
Zipcode: GTON0, Score: 48.555248524545426
Zipcode: IN C3, Score: 48.579128714222357
Zipcode: LK  0, Score: 48.582540169890493
Zipcode: NY0, Score: 48.6746494729301
Zipcode: 37 6, Score: 48.698529662607029
Zipcode: AN C6, Score: 48.701941118275165
Zipcode: D CO0, Score: 48.7053525739433
Zipcode: TSVI3, Score: 48.74970149762904
Zipcode: TN9, Score: 48.756524408965305
Zipcode: BEAC8, Score: 48.82816497799611
Zipcode: LD N5, Score: 48.88274826868625
Zipcode: BAY6, Score: 48.889571180022514
Zipcode: LELE2, Score: 49.012383584075323
Zipcode: APPR5, Score: 49.056732507761062
Zipcode: OI5, Score: 49.080612697438
Zipcode: OK7, Score: 49.220482379831473
Zipcode: ENT 3, Score: 49.31259168287108
Zipcode: O FL0, Score: 49.37740934056562
Zipcode: KY2, Score: 49.414935352915087
Zipcode: 3 0, Score: 49.489987377614028
Zipcode: 58  0, Score: 49.513867567290966
Zipcode: ORY 3, Score: 49.691263262033907
Zipcode: 26  0, Score: 49.803841299082322
Zipcode: SHP 1, Score: 50.134752498891274
Zipcode: GA9, Score: 50.20298161225395
Zipcode: SBUR8, Score: 50.206393067922086
Zipcode: NJ 0, Score: 50.213215979258351
Zipcode: T DI2, Score: 50.523658445058508
Zipcode: R   0, Score: 50.540715723399174
Zipcode: VA 22, Score: 50.595299014089314
Zipcode: RAN7, Score: 50.868215467540004
Zipcode: AUVI5, Score: 51.103605908641214
Zipcode: MP S4, Score: 51.369699450755633
Zipcode: WY 30, Score: 51.734725207245937
Zipcode: CTY@, Score: 51.860949066966874
Zipcode: ETNA0, Score: 51.963292737010882
Zipcode: 9W 0, Score: 52.004230205028492
Zipcode: CAR9, Score: 52.130454064749429
Zipcode: 525 0, Score: 52.318084126496778
Zipcode: "E, Score:  N3"
Zipcode: BIVE0, Score: 52.567120390270524
Zipcode: FL  0, Score: 52.672875515982668
Zipcode: WV  0, Score: 52.679698427318932
Zipcode: 27  0, Score: 52.700167161327741
Zipcode: MAP 0, Score: 52.9901408931191
Zipcode: 83  0, Score: 53.0413127281411
Zipcode: UGE 3, Score: 53.048135639477366
Zipcode: ND  0, Score: 53.198239688875248
Zipcode: AN K8, Score: 53.208474055879641
Zipcode: ING 3, Score: 53.3858697506226
Zipcode: D SI4, Score: 53.638317470064479
Zipcode: T 0, Score: 53.638317470064479
Zipcode: OU E0, Score: 53.761129874117287
Zipcode: ORIA0, Score: 53.764541329785423
Zipcode: F HW8, Score: 53.866884999829423
Zipcode: KY 40, Score: 53.883942278170096
Zipcode: 5CA9, Score: 53.890765189506361
Zipcode: HARL5, Score: 53.972640125541574
Zipcode: ANVI3, Score: 54.006754682222905
Zipcode: HEDG5, Score: 54.167093098625188
Zipcode: O AL0, Score: 54.190973288302111
Zipcode: D SU2, Score: 54.28649404700986
Zipcode: NE M2, Score: 54.593525057141875
Zipcode: O W 1, Score: 54.805035308566161
Zipcode: FL 3, Score: 55.023368471326719
Zipcode: CO V1, Score: 55.047248661003643
Zipcode: 922 0, Score: 55.095009040357525
Zipcode: AL B3, Score: 55.19052979906526
Zipcode: 3 7, Score: 55.289462013441138
Zipcode: ROA4, Score: 55.306519291781811
Zipcode: S N 6, Score: 55.37474840514448
Zipcode: DGE 0, Score: 55.391805683485138
Zipcode: RD 4, Score: 55.436154607170884
Zipcode: LAR 4, Score: 55.579435745232487
Zipcode: ONE 7, Score: 55.654487769931428
Zipcode: TOWN0, Score: 55.767065806979844
Zipcode: UNTY0, Score: 55.954695868727185
Zipcode: IANA0, Score: 56.299252891208681
Zipcode: KS6, Score: 56.531231876641762
Zipcode: 48MI0, Score: 56.845085798110048
Zipcode: 35  0, Score: 56.886023266127658
Zipcode: LLE 0, Score: 57.353392692661963
Zipcode: HP  0, Score: 57.414798894688367
Zipcode: PERE9, Score: 57.479616552382907
Zipcode: O 280, Score: 57.554668577081834
Zipcode: OMIC1, Score: 57.697949715143451
Zipcode: ER C6, Score: 57.786647562514929
Zipcode: IN A3, Score: 57.807116296523731
Zipcode: ER P1, Score: 57.929928700576539
Zipcode: A CT8, Score: 58.349537747756962
Zipcode: ANY 7, Score: 58.445058506464711
Zipcode: 1 0, Score: 58.479173063146042
Zipcode: 92  0, Score: 58.816907174291266
Zipcode: YBRO6, Score: 58.85443318664074
Zipcode: KE C6, Score: 58.94654248968034
Zipcode: 816 0, Score: 59.20922457612663
Zipcode: TY M2, Score: 59.311568246170644
Zipcode: R TU5, Score: 60.072322860164427
Zipcode: R CO0, Score: 60.184900897212842
Zipcode: E PA9, Score: 60.321359123938187
Zipcode: ES W0, Score: 60.369119503292055
Zipcode: Z   0, Score: 60.792140006140613
Zipcode: OFF 9, Score: 61.030941902909973
Zipcode: LINT6, Score: 61.187868863644113
Zipcode: 763 0, Score: 61.235629242997987
Zipcode: HARO3, Score: 61.662061201514682
Zipcode: 336 0, Score: 61.689352846859755
Zipcode: S RD0, Score: 61.696175758196027
Zipcode: VA 2, Score: 61.757581960222431
Zipcode: ITTO0, Score: 61.795107972571891
Zipcode: ORE 6, Score: 61.921331832292836
Zipcode: LLIA4, Score: 61.938389110633508
Zipcode: IVER0, Score: 62.330706512468872
Zipcode: N TX0, Score: 62.398935625831541
Zipcode: XA2, Score: 62.934534165728515
Zipcode: AL 36, Score: 63.07099239245386
Zipcode: HERM1, Score: 63.497424350970554
Zipcode: N 3, Score: 63.944325043496065
Zipcode: "Y, Score: W 5"
Zipcode: 444 0, Score: 64.271824787636888
Zipcode: A9, Score: 64.401460103025968
Zipcode: 086 0, Score: 64.438986115375428
Zipcode: TO R9, Score: 64.449220482379829
Zipcode: 75  0, Score: 64.896121174905332
Zipcode: FF G9, Score: 65.049636679971343
Zipcode: S B9, Score: 65.936615153686077
Zipcode: 084 0, Score: 65.95367243202675
Zipcode: MS, Score: 65.97755262170368
Zipcode: VE  0, Score: 66.52679698427319
Zipcode: HOUS5, Score: 66.687135400675473
Zipcode: EY M6, Score: 67.069218435506428
Zipcode: 32-33, Score: 67.447890014669255
Zipcode: RY  0, Score: 67.853853239177155
Zipcode: E RD0, Score: 67.891379251526629
Zipcode: ATUC2, Score: 68.826118104595238
Zipcode: UMBE9, Score: 69.153617848736062
Zipcode: 768 0, Score: 69.583461262920892
Zipcode: WV, Score: 70.139528536826674
Zipcode: WV9, Score: 70.818408214785251
Zipcode: BDVN0, Score: 71.118616313581
Zipcode: UTH)0, Score: 71.169788148603
Zipcode: V 264, Score: 71.773615801862661
Zipcode: C   0, Score: 71.8998396615836
Zipcode: KES 3, Score: 71.906662572919871
Zipcode: 8 0, Score: 71.9203083955924
Zipcode: AL, Score: 71.954422952273731
Zipcode: T 3 0, Score: 72.213693583051892
Zipcode: RGO 0, Score: 72.701531743595
Zipcode: 37  0, Score: 72.994916931054476
Zipcode: LF O6, Score: 73.956947429468158
Zipcode: OMIC0, Score: 74.0627025551803
Zipcode: ECON4, Score: 74.594889639409132
Zipcode: HRS 0, Score: 74.867806092859823
Zipcode: HWY 5, Score: 74.980384129908231
Zipcode: EF3, Score: 75.21918602667759
Zipcode: BRA5, Score: 76.0242895643571
Zipcode: 97  0, Score: 76.392726776515545
Zipcode: COWP1, Score: 76.651997407293692
Zipcode: ING 7, Score: 76.679289052638765
Zipcode: "NTY, Score: 4"
Zipcode: 649 0, Score: 78.347490874356083
Zipcode: TY K8, Score: 79.521031624194038
Zipcode: HORE2, Score: 79.531265991198438
Zipcode: EAN 9, Score: 79.797359533312857
Zipcode: A 703, Score: 80.353426807218639
Zipcode: HE P9, Score: 80.76962439873094
Zipcode: LE K8, Score: 80.871968068774947
Zipcode: BLDG0, Score: 80.895848258451892
Zipcode: MPSH9, Score: 81.949988059905166
Zipcode: ND F3, Score: 82.243373247364644
Zipcode: BRAU6, Score: 82.98365912734964
Zipcode: 923 0, Score: 83.536314945587293
Zipcode: OREF9, Score: 84.181080066864538
Zipcode: F. P1, Score: 85.0919387302562
Zipcode: A 945, Score: 86.517927199536032
Zipcode: AZ, Score: 86.517927199536032
Zipcode: NGS 1, Score: 86.517927199536032
Zipcode: DEPT0, Score: 86.633916692252583
Zipcode: Y 409, Score: 86.766963463309793
Zipcode: MO9, Score: 88.496571487053515
Zipcode: WV 26, Score: 88.704670282809673
Zipcode: D 256, Score: 90.3319346365094
Zipcode: LAN4, Score: 91.075631972162512
Zipcode: OH9, Score: 91.12680380718453
Zipcode: L AV5, Score: 92.40609968273462
Zipcode: IN7, Score: 92.818885818578792
Zipcode: RS A3, Score: 92.921229488622785
Zipcode: E KY0, Score: 93.487531129532968
Zipcode: NK  0, Score: 93.709275747961655
Zipcode: OINT@, Score: 94.05724422611128
Zipcode: HI0, Score: 96.312216422747582
Zipcode: 652 0, Score: 98.751407225463112
